universal01-00316	multi2_11	1,1	0,0	0,1	validate	2	distinct	allocated	010
universal01-00317	multi2_11	1,1	0,0	0,1	validate	2	distinct	allocated	0110
universal01-00318	multi2_11	1,1	0,0	0,1	validate	2	distinct	allocated	0111
universal01-00319	multi2_11	1,1	0,0	0,1	validate	2	distinct	allocated	100
universal01-00320	multi2_11	1,1	0,0	0,1	validate	2	distinct	allocated	1010
universal01-00321	multi2_11	1,1	0,0	0,1	validate	2	distinct	allocated	1011
universal01-00322	multi2_11	1,1	0,0	0,1	validate	2	distinct	allocated	1100
universal01-00323	multi2_11	1,1	0,0	0,1	validate	2	distinct	allocated	1101
universal01-00324	multi2_11	1,1	0,0	0,1	validate	2	distinct	allocated	1110
universal01-00325	multi2_11	1,1	0,0	0,1	validate	2	distinct	allocated	1111
universal01-00326	multi2_11	1,1	0,0	0,1	replace	2	distinct	canonical	00
universal01-00327	multi2_11	1,1	0,0	0,1	replace	2	distinct	canonical	010
universal01-00328	multi2_11	1,1	0,0	0,1	replace	2	distinct	canonical	0110
universal01-00329	multi2_11	1,1	0,0	0,1	replace	2	distinct	canonical	0111
universal01-00330	multi2_11	1,1	0,0	0,1	replace	2	distinct	canonical	100
universal01-00331	multi2_11	1,1	0,0	0,1	replace	2	distinct	canonical	1010
universal01-00332	multi2_11	1,1	0,0	0,1	replace	2	distinct	canonical	1011
universal01-00333	multi2_11	1,1	0,0	0,1	replace	2	distinct	canonical	1100
universal01-00334	multi2_11	1,1	0,0	0,1	replace	2	distinct	canonical	1101
universal01-00335	multi2_11	1,1	0,0	0,1	replace	2	distinct	canonical	1110
universal01-00336	multi2_11	1,1	0,0	0,1	replace	2	distinct	canonical	1111
universal01-00337	multi2_11	1,1	0,0	0,1	validate	2	distinct	canonical	00
universal01-00338	multi2_11	1,1	0,0	0,1	validate	2	distinct	canonical	010
universal01-00339	multi2_11	1,1	0,0	0,1	validate	2	distinct	canonical	0110
universal01-00340	multi2_11	1,1	0,0	0,1	validate	2	distinct	canonical	0111
universal01-00341	multi2_11	1,1	0,0	0,1	validate	2	distinct	canonical	100
universal01-00342	multi2_11	1,1	0,0	0,1	validate	2	distinct	canonical	1010
universal01-00343	multi2_11	1,1	0,0	0,1	validate	2	distinct	canonical	1011
universal01-00344	multi2_11	1,1	0,0	0,1	validate	2	distinct	canonical	1100
universal01-00345	multi2_11	1,1	0,0	0,1	validate	2	distinct	canonical	1101
universal01-00346	multi2_11	1,1	0,0	0,1	validate	2	distinct	canonical	1110
universal01-00347	multi2_11	1,1	0,0	0,1	validate	2	distinct	canonical	1111
universal01-00348	multi2_11	1,1	0,0	0,1	replace	2	colliding	allocated	00
universal01-00349	multi2_11	1,1	0,0	0,1	replace	2	colliding	allocated	010
universal01-00350	multi2_11	1,1	0,0	0,1	replace	2	colliding	allocated	0110
universal01-00351	multi2_11	1,1	0,0	0,1	replace	2	colliding	allocated	0111
universal01-00352	multi2_11	1,1	0,0	0,1	replace	2	colliding	allocated	100
universal01-00353	multi2_11	1,1	0,0	0,1	replace	2	colliding	allocated	1010
universal01-00354	multi2_11	1,1	0,0	0,1	replace	2	colliding	allocated	1011
universal01-00355	multi2_11	1,1	0,0	0,1	replace	2	colliding	allocated	1100
universal01-00356	multi2_11	1,1	0,0	0,1	replace	2	colliding	allocated	1101
universal01-00357	multi2_11	1,1	0,0	0,1	replace	2	colliding	allocated	1110
universal01-00358	multi2_11	1,1	0,0	0,1	replace	2	colliding	allocated	1111
universal01-00359	multi2_11	1,1	0,0	0,1	validate	2	colliding	allocated	00
universal01-00360	multi2_11	1,1	0,0	0,1	validate	2	colliding	allocated	010
universal01-00361	multi2_11	1,1	0,0	0,1	validate	2	colliding	allocated	0110
universal01-00362	multi2_11	1,1	0,0	0,1	validate	2	colliding	allocated	0111
universal01-00363	multi2_11	1,1	0,0	0,1	validate	2	colliding	allocated	100
universal01-00364	multi2_11	1,1	0,0	0,1	validate	2	colliding	allocated	1010
universal01-00365	multi2_11	1,1	0,0	0,1	validate	2	colliding	allocated	1011
universal01-00366	multi2_11	1,1	0,0	0,1	validate	2	colliding	allocated	1100
universal01-00367	multi2_11	1,1	0,0	0,1	validate	2	colliding	allocated	1101
universal01-00368	multi2_11	1,1	0,0	0,1	validate	2	colliding	allocated	1110
universal01-00369	multi2_11	1,1	0,0	0,1	validate	2	colliding	allocated	1111
universal01-00370	multi2_11	1,1	0,0	0,1	replace	2	colliding	canonical	00
universal01-00371	multi2_11	1,1	0,0	0,1	replace	2	colliding	canonical	010
universal01-00372	multi2_11	1,1	0,0	0,1	replace	2	colliding	canonical	0110
universal01-00373	multi2_11	1,1	0,0	0,1	replace	2	colliding	canonical	0111
universal01-00374	multi2_11	1,1	0,0	0,1	replace	2	colliding	canonical	100
universal01-00375	multi2_11	1,1	0,0	0,1	replace	2	colliding	canonical	1010
universal01-00376	multi2_11	1,1	0,0	0,1	replace	2	colliding	canonical	1011
universal01-00377	multi2_11	1,1	0,0	0,1	replace	2	colliding	canonical	1100
universal01-00378	multi2_11	1,1	0,0	0,1	replace	2	colliding	canonical	1101
universal01-00379	multi2_11	1,1	0,0	0,1	replace	2	colliding	canonical	1110
